Stock,Stock Name,Stock Long Name,Board,Sector
"=""7501""",HARNLEN,HARN LEN CORPORATION BHD,MAIN MARKET,PLANTATION
"=""7528""",DKLS,DKLS INDUSTRIES BHD,MAIN MARKET,CONSTRUCTION
"=""7544""",QUALITY,QUALITY CONCRETE HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7579""",AWC,AWC BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7595""",MGB,MGB BERHAD,MAIN MARKET,CONSTRUCTION
"=""7595WA""",MGB-WA,MGB BHD - WARRANTS A 2014/2019,MAIN MARKET,CONSTRUCTION
"=""7609""",AJIYA,AJIYA BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7609WA""",AJIYA-WA,AJIYA BERHAD - WARRANTS 2016/2021,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7617""",MAGNA,MAGNA PRIMA BHD,MAIN MARKET,PROPERTY
"=""7617WB""",MAGNA-WB,MAGNA PRIMA BERHAD-WARRANTS B 15/20,MAIN MARKET,PROPERTY
"=""7668""",HAIO,HAI-O ENTERPRISE BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""7668CG""",HAIO-CG,HAIO-CG: CW HAI-O ENTERPRISE BERHAD (MACQ),STRCWARR,CONSUMER PRODUCTS & SERVICES
"=""7676""",GUNUNG,GUNUNG CAPITAL BERHAD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""7676WB""",GUNUNG-WB,GUNUNG CAPITAL BHD-WB 10/20,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""7692""",WIDETEC,WIDETECH (M) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7722""",ASIABRN,ASIA BRANDS BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""7757""",UPA,UPA CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""7765""",RAPID,RAPID SYNERGY BHD,MAIN MARKET,PROPERTY
"=""7773""",EPMB,EP MANUFACTURING BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7803""",RUBEREX,RUBBEREX CORPORATION (M) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7811""",SAPIND,SAPURA INDUSTRIAL BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7854""",TIMWELL,TIMBERWELL BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""7889""",THRIVEN,THRIVEN GLOBAL BERHAD,MAIN MARKET,PROPERTY
"=""7889WB""",THRIVEN-WB,THRIVEN GLOBAL BERHAD-WARRANTS B 15/20,MAIN MARKET,PROPERTY
"=""7935""",MILUX,MILUX CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""7943""",SNC,SAND NISKO CAPITAL BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""7986""",CNASIA,CN ASIA CORPORATION BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8044""",CFM,COMPUTER FORMS (M) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8052""",CICB,CENTRAL INDUSTRIAL CORPORATION,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8079""",LEESK,LEE SWEE KIAT GROUP BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8117""",POLY,POLY GLASS FIBRE (M) BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8125""",DAIBOCI,DAIBOCHI BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8125WB""",DAIBOCI-WB,DAIBOCHI BERHAD - WARRANTS 2017/2022,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8133""",BHIC,BOUSTEAD HEAVY INDUSTRIES CORP,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""8141""",MJPERAK,MAJUPERAK HOLDINGS BHD,MAIN MARKET,PROPERTY
"=""8176""",ATAIMS,ATA IMS BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8192""",MERCURY,MERCURY INDUSTRIES BHD,MAIN MARKET,CONSTRUCTION
"=""8206""",ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,MAIN MARKET,PROPERTY
"=""8206CQ""",ECOWLD-CQ,ECOWLD-CQ: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MIBB),STRCWARR,PROPERTY
"=""8206CR""",ECOWLD-CR,ECOWLD-CR: CW ECO WORLD DEVELOPMENT GROUP BERHAD (AM),STRCWARR,PROPERTY
"=""8206CS""",ECOWLD-CS,ECOWLD-CS: CW ECO WORLD DEVELOPMENT GROUP BERHAD (MACQ),STRCWARR,PROPERTY
"=""8206CT""",ECOWLD-CT,ECOWLD-CT: CW ECO WORLD DEVELOPMENT GROUP BERHAD (KIBB),STRCWARR,PROPERTY
"=""8206WA""",ECOWLD-WA,ECO WORLD DEVELOPMENT GROUP BERHAD - WARRANTS 2015/2022,MAIN MARKET,PROPERTY
"=""8273""",PPHB,PUBLIC PACKAGES HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8303""",KFM,KUANTAN FLOUR MILLS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8311""",PESONA,PESONA METRO HOLDINGS BHD,MAIN MARKET,CONSTRUCTION
"=""8311WC""",PESONA-WC,PESONA METRO HOLDINGS BERHAD - WARRANTS C,MAIN MARKET,CONSTRUCTION
"=""8338""",DATAPRP,DATAPREP HOLDINGS BHD,MAIN MARKET,TECHNOLOGY
"=""8346""",PRKCORP,PERAK CORPORATION BHD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""8362""",KYM,KYM HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8397""",TNLOGIS,TIONG NAM LOGISTICS HOLDINGS,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""8419""",PANSAR,PANSAR BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8419WA""",PANSAR-WA,PANSAR BERHAD - WARRANTS 2018/2023,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8435""",CEPCO,CONCRETE ENGINEERING PRODUCTS,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8443""",HIL,HIL INDUSTRIES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8443WB""",HIL-WB,HIL INDUSTRIES BERHAD - WARRANTS 2017/2027,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8478""",HWATAI,HWA TAI INDUSTRIES BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8486""",LIONFIB,LION FOREST INDUSTRIES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8494""",LBICAP,LBI CAPITAL BHD,MAIN MARKET,PROPERTY
"=""8524""",TALIWRK,TALIWORKS CORPORATION BHD,MAIN MARKET,UTILITIES
"=""8532""",SINOTOP,SINOTOP HOLDINGS BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8567""",SALCON,SALCON BHD,MAIN MARKET,UTILITIES
"=""8567WB""",SALCON-WB,SALCON BERHAD - WARRANTS B 2018/2025,MAIN MARKET,UTILITIES
"=""8583""",MAHSING,MAH SING GROUP BHD,MAIN MARKET,PROPERTY
"=""858317""",MAHSING-C17,MAHSING-C17: CW MAH SING GROUP BERHAD (MACQ),STRCWARR,PROPERTY
"=""858318""",MAHSING-C18,MAHSING-C18: CW MAH SING GROUP BERHAD (RHB),STRCWARR,PROPERTY
"=""858319""",MAHSING-C19,MAHSING-C19: CW MAH SING GROUP BERHAD (KIBB),STRCWARR,PROPERTY
"=""8583WC""",MAHSING-WC,MAH SING GROUP BERHAD - WARRANTS C,MAIN MARKET,PROPERTY
"=""8591""",CRESBLD,CREST BUILDER HOLDINGS BHD,MAIN MARKET,CONSTRUCTION
"=""8605""",FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8605PA""",FIHB-PA,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 16/26,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8605PB""",FIHB-PB,FEDERAL INTERNATIONAL HOLDINGS BERHAD - RCPS 18/28,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8613""",ENRA,ENRA GROUP BERHAD,MAIN MARKET,PROPERTY
"=""8621""",LPI,LPI CAPITAL BHD,MAIN MARKET,FINANCIAL SERVICES
"=""8648""",JASKITA,JASA KITA BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8664""",SPSETIA,SP SETIA BHD,MAIN MARKET,PROPERTY
"=""866410""",SPSETIA-C10,SPSETIA-C10: CW S P SETIA BERHAD (CIMB),STRCWARR,PROPERTY
"=""866411""",SPSETIA-C11,SPSETIA-C11: CW S P SETIA BERHAD (RHB),STRCWARR,PROPERTY
"=""866412""",SPSETIA-C12,SPSETIA-C12: CW S P SETIA BERHAD (KIBB),STRCWARR,PROPERTY
"=""8664C8""",SPSETIA-C8,SPSETIA-C8: CW SP SETIA BERHAD (MACQ),STRCWARR,PROPERTY
"=""8664C9""",SPSETIA-C9,SPSETIA-C9: CW SP SETIA BERHAD (RHB),STRCWARR,PROPERTY
"=""8664PA""",SPSETIA-PA,S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES (RCPS-I),MAIN MARKET,PROPERTY
"=""8664PB""",SPSETIA-PB,S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES B (RCPS-I B),MAIN MARKET,PROPERTY
"=""8672""",KAMDAR,KAMDAR GROUP(M)BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8702""",TEXCHEM,TEXCHEM RESOURCES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8745""",LEWEKO,LEWEKO RESOURCES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8745WB""",LEWEKO-WB,LEWEKO RESOURCES BERHAD - WARRANTS B 2015/2020,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8761""",BREM,BREM HOLDINGS BHD,MAIN MARKET,CONSTRUCTION
"=""8834""",IREKA,IREKA CORPORATION BHD,MAIN MARKET,CONSTRUCTION
"=""8834WB""",IREKA-WB,IREKA CORPORATION BERHAD-WB 14/19,MAIN MARKET,CONSTRUCTION
"=""8869""",PMETAL,PRESS METAL ALUMINIUM HOLDINGS BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""886914""",PMETAL-C14,PMETAL-C14: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (AM),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886915""",PMETAL-C15,PMETAL-C15: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886916""",PMETAL-C16,PMETAL-C16: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (KIBB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886917""",PMETAL-C17,PMETAL-C17: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886918""",PMETAL-C18,PMETAL-C18: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MIBB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886919""",PMETAL-C19,PMETAL-C19: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (RHB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886920""",PMETAL-C20,PMETAL-C20: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (CIMB),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886921""",PMETAL-C21,PMETAL-C21: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (MACQ),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""886922""",PMETAL-C22,PMETAL-C22: CW PRESS METAL ALUMINIUM HOLDINGS BERHAD (AM),STRCWARR,INDUSTRIAL PRODUCTS & SERVICES
"=""8869WC""",PMETAL-WC,PRESS METAL ALUMINIUM HOLDINGS BERHAD - WARRANTS C,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8877""",EKOVEST,EKOVEST BHD,MAIN MARKET,CONSTRUCTION
"=""8877CP""",EKOVEST-CP,EKOVEST-CP: CW EKOVEST BERHAD (MACQ),STRCWARR,CONSTRUCTION
"=""8877CQ""",EKOVEST-CQ,EKOVEST-CQ: CW EKOVEST BERHAD (RHB),STRCWARR,CONSTRUCTION
"=""8877CR""",EKOVEST-CR,EKOVEST-CR: CW EKOVEST BERHAD (KIBB),STRCWARR,CONSTRUCTION
"=""8877CS""",EKOVEST-CS,EKOVEST-CS: CW EKOVEST BERHAD (RHB),STRCWARR,CONSTRUCTION
"=""8877CT""",EKOVEST-CT,EKOVEST-CT: CW EKOVEST BERHAD (MACQ),STRCWARR,CONSTRUCTION
"=""8877WB""",EKOVEST-WB,EKOVEST BHD-WARRANTS B 14/19,MAIN MARKET,CONSTRUCTION
"=""8885""",AVI,AVILLION BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8893""",MKLAND,MK LAND HOLDINGS BHD,MAIN MARKET,PROPERTY
"=""8907""",EG,EG INDUSTRIES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8907PA""",EG-PA,EG INDUSTRIES BERHAD - REDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8907WC""",EG-WC,EG INDUSTRIES BERHAD - WARRANTS 2015/2020,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""8923""",JIANKUN,JIANKUN INTERNATIONAL BERHAD,MAIN MARKET,PROPERTY
"=""8923WA""",JIANKUN-WA,JIANKUN INTERNATIONAL BERHAD - WARRANTS A,MAIN MARKET,PROPERTY
"=""8931""",JERASIA,JERASIA CAPITAL BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8966""",PRLEXUS,PROLEXUS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8966WA""",PRLEXUS-WA,PROLEXUS BERHAD - WARRANTS 2016/2021,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""8982""",CEPAT,CEPATWAWASAN GROUP BHD,MAIN MARKET,PLANTATION
"=""9008""",OMESTI,OMESTI BHD,MAIN MARKET,TECHNOLOGY
"=""9016""",EKSONS,EKSONS CORPORATION BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9059""",TSH,TSH RESOURCES BHD,MAIN MARKET,PLANTATION
"=""9075""",THETA,THETA EDGE BERHAD,MAIN MARKET,TECHNOLOGY
"=""9083""",JETSON,KUMPULAN JETSON BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9083WB""",JETSON-WB,KUMPULAN JETSON BHD-WARRANTS B 2014/2019,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9091""",EMICO,EMICO HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9113""",SANBUMI,SANBUMI HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9121""",KPSCB,KPS CONSORTIUM BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9148""",ADVPKG,ADVANCED PACKAGING TECHNOLOGY,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9172""",FPI,FORMOSA PROSONIC INDUSTRIES,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9199""",LYSAGHT,LYSAGHT GALVANIZED STEEL BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9237""",SCIB,SARAWAK CONSOLIDATED IND BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9261""",GADANG,GADANG HOLDINGS BHD,MAIN MARKET,CONSTRUCTION
"=""9261WB""",GADANG-WB,GADANG HOLDINGS BHD - WARRANTS 2016 / 2021,MAIN MARKET,CONSTRUCTION
"=""9288""",BONIA,BONIA CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9296""",RCECAP,RCE CAPITAL BHD,MAIN MARKET,FINANCIAL SERVICES
"=""9318""",FITTERS,FITTERS DIVERSIFIED BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9318WB""",FITTERS-WB,FITTERS DIVERSIFIED BERHAD - Warrants,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9326""",LBALUM,LB ALUMINIUM BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9334""",KESM,KESM INDUSTRIES BHD,MAIN MARKET,TECHNOLOGY
"=""9342""",ANZO,ANZO HOLDINGS BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9342WA""",ANZO-WA,ANZO HOLDINGS BERHAD-WARRANTS 2009/2019,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9342WB""",ANZO-WB,ANZO HOLDINGS BERHAD-WARRANTS 2013/2023,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9342WC""",ANZO-WC,ANZO HOLDINGS BERHAD - WARRANTS 2017/2020,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9369""",TGL,TEO GUAN LEE CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9377""",FSBM,FSBM HOLDINGS BHD,MAIN MARKET,TECHNOLOGY
"=""9377WA""",FSBM-WA,FSBM HOLDINGS BERHAD - WARR,MAIN MARKET,TECHNOLOGY
"=""9385""",LAYHONG,LAY HONG BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9385WA""",LAYHONG-WA,LAY HONG BERHAD - WARRANTS 2016/2021,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9393""",ITRONIC,INDUSTRONICS BHD,MAIN MARKET,TECHNOLOGY
"=""9407""",PARAGON,PARAGON UNION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9423""",CWG,CWG HOLDINGS BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9431""",SJC,SENI JAYA CORPORATION BHD,MAIN MARKET,TELECOMMUNICATIONS & MEDIA
"=""9466""",KKB,KKB ENGINEERING BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9474""",BRAHIMS,BRAHIMS HOLDINGS BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9539""",MUH,MULTI-USAGE HOLDINGS BHD,MAIN MARKET,PROPERTY
"=""9571""",MITRA,MITRAJAYA HOLDINGS BHD,MAIN MARKET,CONSTRUCTION
"=""9571WD""",MITRA-WD,MITRAJAYA HOLDINGS BERHAD-WARRANTS D 15/20,MAIN MARKET,CONSTRUCTION
"=""9571WE""",MITRA-WE,MITRAJAYA HOLDINGS BERHAD - WARRANTS E 2018/2023,MAIN MARKET,CONSTRUCTION
"=""9598""",PTARAS,PINTARAS JAYA BHD,MAIN MARKET,CONSTRUCTION
"=""9601""",HWGB,HO WAH GENTING BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9601WD""",HWGB-WD,HO WAH GENTING BERHAD-WARRANTS 2016/2021,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9628""",LEBTECH,LEBTECH BERHAD,MAIN MARKET,CONSTRUCTION
"=""9679""",WCT,WCT HOLDINGS BERHAD,MAIN MARKET,CONSTRUCTION
"=""967914""",WCT-C14,WCT-C14: CW WCT HOLDINGS BERHAD (MACQ),STRCWARR,CONSTRUCTION
"=""967915""",WCT-C15,WCT-C15: CW WCT HOLDINGS BERHAD (RHB),STRCWARR,CONSTRUCTION
"=""967916""",WCT-C16,WCT-C16: CW WCT HOLDINGS BERHAD (KIBB),STRCWARR,CONSTRUCTION
"=""9679WE""",WCT-WE,WCT HOLDINGS BERHAD-WARRANTS E,MAIN MARKET,CONSTRUCTION
"=""9687""",IDEAL,IDEAL UNITED BINTANG INTERNATIONAL BERHAD,MAIN MARKET,PROPERTY
"=""9687WB""",IDEAL-WB,IDEAL UNITED BINTANG INTERNATIONAL BERHAD-WARRANTS B 2016/2021,MAIN MARKET,PROPERTY
"=""9695""",PLS,PLS PLANTATIONS BERHAD,MAIN MARKET,PLANTATION
"=""9717""",SYCAL,SYCAL VENTURES BHD,MAIN MARKET,CONSTRUCTION
"=""9741""",ROHAS,ROHAS TECNIC BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9776""",SMCAP,SINMAH CAPITAL BERHAD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9776WC""",SMCAP-WC,SINMAH CAPITAL BERHAD - WARRANTS 2018/2023,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9792""",SEG,SEG INTERNATIONAL BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9806""",NATWIDE,NATIONWIDE EXPRESS HOLDINGS BERHAD,MAIN MARKET,TRANSPORTATION & LOGISTICS
"=""9814""",BERTAM,BERTAM ALLIANCE BHD,MAIN MARKET,PROPERTY
"=""9822""",SAM,SAM ENGINEERING & EQUIPMENT,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9865""",SUIWAH,SUIWAH CORPORATION BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9873""",PRESTAR,PRESTAR RESOURCES BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9881""",LSTEEL,LEADER STEEL HOLDINGS BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9938""",BRIGHT,BRIGHT PACKAGING INDUSTRY BHD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9938WB""",BRIGHT-WB,BRIGHT PACKAGING INDUSTRY BERHAD - Warrants 2014/2019,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9946""",REX,REX INDUSTRY BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9954""",RGTBHD,RGT BERHAD,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9954WB""",RGTBHD-WB,RGT BERHAD - WARRANTS 2018/2023,MAIN MARKET,INDUSTRIAL PRODUCTS & SERVICES
"=""9962""",GMUTUAL,GROMUTUAL BHD,MAIN MARKET,PROPERTY
"=""9997""",PENSONI,PENSONIC HOLDINGS BHD,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
"=""9997WB""",PENSONI-WB,PENSONIC HOLDINGS BERHAD - WARRANTS B 2014/2024,MAIN MARKET,CONSUMER PRODUCTS & SERVICES
